Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
Lampade IT: Migrated 24/01/2018,http://www.lampade.it,Retail & Shopping,Business_and_Industry,400312,Italy - 96.51,Czech Republic - 1.66,San Marino - 0.62,France - 0.31,Spain - 0.31,205710,5722,17486
Momondo NO: Closed 18.06.2018,http://www.momondo.no,Travel,Travel,1661761,Norway - 89.86,Poland - 2.35,United Kingdom - 0.96,Germany - 0.80,Netherlands - 0.67,35740,176,759
Mister Spex CH - migrated,http://www.misterspex.ch,Retail & Shopping,Shopping/Jewelry,209018,Switzerland - 91.95,Germany - 5.14,Spain - 0.40,Saudi Arabia - 0.37,United Kingdom - 0.35,257863,2101,500
ebookers FI,http://www.ebookers.fi,Travel,Travel,807010,Finland - 90.57,United States - 1.05,Sweden - 1.02,Estonia - 0.94,Germany - 0.90,109206,418,2240
Waynabox ES,http://waynabox.com,Travel,Unknown,220973,Spain - 75.93,Portugal - 6.59,France - 4.10,Italy - 2.30,Colombia - 2.29,416911,14326,
MrJet SE,http://www.mrjet.se,Travel,Travel,134003,Sweden - 86.99,United States - 2.38,Norway - 1.65,United Kingdom - 1.49,Turkey - 1.17,465147,9410,9378
Different Roads ES,http://www.differentroads.es,Travel,Travel/Tourism,147741,Spain - 99.14,Germany - 0.86,,,,493304,13258,5469
Bringmeister DE - migrated,http://www.bringmeister.de,Retail & Shopping,Arts_and_Entertainment,501229,Germany - 97.54,United States - 0.90,Belgium - 0.32,Bulgaria - 0.27,Romania - 0.26,104445,4383,8504
TUI Cars DE - migrated,http://www.tuicars.com,Travel,Autos_and_Vehicles/Car_Rentals,174838,Germany - 69.48,Poland - 8.97,Netherlands - 7.25,Switzerland - 4.65,Austria - 4.08,488565,35285,298
Magita DE - migrated,http://www.magita.de,Retail & Shopping,Shopping,55769,Germany - 95.10,Switzerland - 3.95,384 - 0.50,Ukraine - 0.45,,1073696,60853,74157
Super Perfumerias ES,http://superperfumerias.com,Retail & Shopping,Shopping,40051,Spain - 94.62,United Kingdom - 5.38,,,,1588561,63527,110196
simlystore DE - migrated,http://www.simlystore.com,"Telco's & Services",Shopping,84112,Germany - 73.53,Switzerland - 9.56,Belgium - 6.32,Netherlands - 3.34,Austria - 3.16,806704,67200,56184
Mediawavestore IT,http://mediawavestore.com,Retail & Shopping,Shopping,155103,Italy - 96.99,United States - 1.68,Hong Kong - 1.33,,,552059,15914,38718
Kochhaus DE - migrated,http://www.kochhaus.de,Retail & Shopping,Food_and_Drink/Cooking_and_Recipes,109945,Germany - 94.23,Spain - 2.21,France - 1.92,Hungary - 0.83,Austria - 0.61,607323,33927,2223
North Sails IT: Migrated 25/10/2017,http://northsails.com,Retail & Shopping,Autos_and_Vehicles/Boating,371772,Italy - 29.46,United States - 14.47,United Kingdom - 6.69,Germany - 6.09,New Zealand - 4.17,209678,11002,35
Puckdaddy DE - migrated,http://www.puckdaddy.de,Retail & Shopping,Unknown,54686,Germany - 77.91,Switzerland - 6.59,France - 5.84,Netherlands - 2.96,United Kingdom - 2.49,1216055,85360,
Aveda DE - migrated,http://www.aveda.de,Retail & Shopping,Health/Products_and_Shopping,53805,Germany - 87.45,United States - 5.79,Switzerland - 3.09,United Kingdom - 2.12,Canada - 1.54,1340204,79978,3439
Momondo AT: Closed 18.06.2018,http://www.momondo.at,Travel,Home_and_Garden/Nursery_and_Playroom,271644,Austria - 83.88,Germany - 6.26,Slovakia - 4.55,United Kingdom - 2.02,Italy - 0.69,196756,1103,181
Rentfox DE - migrated,http://www.rentfox.de,Travel,Unknown,3699,Germany - 100.00,,,,,8962558,663698,
Daycoval Investe BR,http://www.daycoval.com.br,Finance & Insurance,Finance/Banking,1108677,Brazil - 99.78,Portugal - 0.13,United States - 0.09,,,74769,3429,819
MAC Cosmetics DE - migrated,http://www.maccosmetics.de,Retail & Shopping,Beauty_and_Fitness/Beauty,186623,Germany - 90.48,China - 2.13,Turkey - 1.37,Tunisia - 1.36,United States - 0.79,314279,16893,291
Sony Mobile DE,http://www.sonymobile.com,"Telco's & Services",Shopping/Consumer_Electronics,145136141,Russian Federation - 7.82,United States - 6.95,Germany - 6.43,Poland - 5.66,United Kingdom - 5.60,816,521,9
designwebstore DE - migrated,http://designwebstore.de,Retail & Shopping,Unknown,56312,Germany - 84.62,Austria - 5.98,Czech Republic - 4.66,Switzerland - 3.59,Portugal - 1.14,1165734,77406,
eve Sleep  IT: Migrated 13/11/2017,http://www.sleepeve.it,Retail & Shopping,,,,,,,,,,
Bankia ES,http://www.bankia.es,Finance & Insurance,Blocked,20002270,Spain - 96.69,United Kingdom - 0.50,France - 0.32,Italy - 0.27,Argentina - 0.25,,,4
eve Sleep NL: Migrated 13/11/2017,http://www.sleepeve.nl,Retail & Shopping,,,,,,,,,,
Riess-Ambiente DE - migrated,http://www.riess-ambiente.net,Retail & Shopping,Shopping/Home_and_Garden,584603,Germany - 92.11,Austria - 2.65,Switzerland - 2.35,Hungary - 0.94,Netherlands - 0.63,120802,5933,410
Mankind ES: Migrated 18/10/2017,http://www.mankind.es,Retail & Shopping,Unknown,23510,Spain - 90.06,Bulgaria - 8.10,Bolivia - 1.84,,,2168733,73747,
american-footballshop DE - migrated,http://www.american-footballshop.de,Retail & Shopping,Sports,101269,Germany - 88.03,Austria - 8.36,Denmark - 1.53,United Kingdom - 0.88,Sweden - 0.61,446220,28658,8036
eve Sleep PL: Migrated 13/11/2017,http://www.sleepeve.pl,Retail & Shopping,,,,,,,,,,
Santander Consumer Bank BE - migrated,http://www.santander.be,Finance & Insurance,Finance,193913,Belgium - 92.79,France - 1.72,Viet Nam - 1.35,Bulgaria - 1.11,Netherlands - 0.99,560850,5810,11255
checkdomain DE - migrated,http://www.checkdomain.de,"Telco's & Services",Internet_and_Telecom,745884,Germany - 81.65,Austria - 6.30,Switzerland - 5.50,Mexico - 1.48,Iran - 0.62,111253,5523,7158
Playmobil AT,http://www.playmobil.at,Retail & Shopping,Games,88201,Austria - 77.98,Germany - 16.70,Mexico - 3.63,Israel - 1.68,,672525,5299,11447
Fashionette CH - migrated,http://www.fashionette.ch,Retail & Shopping,Arts_and_Entertainment/Fashion_and_Modeling,68068,Switzerland - 77.01,Germany - 9.65,Slovakia - 3.79,India - 2.91,Poland - 2.82,1049406,13713,404
Schulte Ufer DE - migrated,http://www.schulteufer-shop.de,Retail & Shopping,Shopping,21772,Germany - 72.54,France - 8.70,Switzerland - 8.10,Spain - 4.95,Austria - 3.91,2199937,144805,151163
Logitravel ES,http://www.logitravel.com,Travel,Travel/Tourism,6168699,Spain - 82.20,Argentina - 2.97,Mexico - 2.82,Colombia - 1.35,United Kingdom - 1.31,16188,351,125
JUST EAT ES,http://www.just-eat.es,Retail & Shopping,Food_and_Drink/Restaurants_and_Delivery,4030607,Spain - 97.22,United Kingdom - 0.63,Mexico - 0.21,France - 0.19,United States - 0.18,22295,463,73
Geile Weine DE - migrated,http://www.geileweine.de,Retail & Shopping,Shopping,32567,Germany - 94.31,Austria - 3.78,Canada - 1.91,,,1322378,76964,91686
Friday DE - migrated,http://www.friday.de,Finance & Insurance,Unknown,292136,Germany - 90.11,Switzerland - 2.54,Romania - 0.86,Spain - 0.80,France - 0.79,226473,12018,
Superdry AU,https://www.superdry.com.au,Retail & Shopping,Shopping/Clothing,271744,Australia - 84.48,New Zealand - 2.91,United States - 2.59,China - 1.44,United Kingdom - 1.21,267156,5812,3437
Seltmann Weiden DE - migrated,http://www.seltmann-shop.de,Retail & Shopping,Arts_and_Entertainment/Music_and_Audio,124307,Germany - 90.33,Poland - 3.36,Switzerland - 2.28,Austria - 0.86,Thailand - 0.73,436944,24392,7354
Onepiece CH: Migrated 03/08/2017,http://www.onepiece.ch,Retail & Shopping,Arts_and_Entertainment/Animation_and_Comics,9211,Switzerland - 51.68,Norway - 48.32,,,,4323848,141437,6775
Vente Privee Campaign CPL,http://secure.uk.vente-privee.com,Retail & Shopping,Unknown,449096,United Kingdom - 36.41,France - 30.14,Lithuania - 5.85,Saudi Arabia - 3.32,Bulgaria - 3.16,,,
Ballongruesse DE - migrated,http://www.ballongruesse.de,Retail & Shopping,Shopping,26098,Germany - 75.06,United States - 7.27,Poland - 6.16,Switzerland - 5.21,France - 3.73,1547209,98985,107294
Onepiece SE: Migrated 03/08/2017,http://www.onepiece.se,Retail & Shopping,,,,,,,,,,
Soer DE - migrated,http://shop.soer-online.de,Retail & Shopping,Business_and_Industry,81412,Germany - 94.35,Bulgaria - 2.15,Spain - 1.69,Czech Republic - 1.35,Russian Federation - 0.45,543884,31292,56093
Brogsitter DE - migrated,http://www.brogsitter.de,Retail & Shopping,Food_and_Drink/Food_and_Grocery_Retailers,38800,Germany - 85.47,Austria - 4.38,Luxembourg - 3.66,Spain - 3.57,France - 2.57,1220853,73521,1495
Gymshark DE: Migrated 14/11/2017,https://de.gymshark.com,Retail & Shopping,Unknown,432714,Germany - 89.34,Austria - 6.82,Switzerland - 0.72,United Kingdom - 0.52,Netherlands - 0.34,,,
GHD DE: Migrated 04/12/2017,http://www.ghdhair.com,Retail & Shopping,Beauty_and_Fitness/Beauty,1181380,United Kingdom - 23.13,Italy - 11.76,United States - 11.18,France - 8.87,Australia - 7.90,108468,18605,110
Stromauskunft DE - migrated,http://www.stromauskunft.de,"Telco's & Services",Home_and_Garden/Home_Improvement,308096,Germany - 96.11,Brazil - 0.85,Netherlands - 0.53,Spain - 0.44,Colombia - 0.39,345059,18091,101
your-smarthome DE - migrated,http://your-smarthome.com,Retail & Shopping,Unknown,43636,Germany - 93.47,Switzerland - 3.76,Spain - 1.57,Austria - 1.20,,1716501,116669,
Cashconverters PT,http://www.cashconverters.pt,Retail & Shopping,Shopping,234404,Portugal - 95.98,Spain - 2.21,Switzerland - 0.45,France - 0.39,Romania - 0.37,223850,1373,15737
beoprime DE - migrated,http://beoprime.com,Retail & Shopping,Unknown,43162,Germany - 91.58,Austria - 6.03,Netherlands - 1.79,Japan - 0.37,Russian Federation - 0.24,1248817,84383,
ePRICE 2017 IT,http://www.eprice.it,Retail & Shopping,Shopping/Consumer_Electronics,10331134,Italy - 96.83,Switzerland - 0.36,Bulgaria - 0.32,France - 0.26,Germany - 0.19,8813,200,86
WINGS-Fernstudium DE - migrated,http://www.wings.hs-wismar.de,"Telco's & Services",Unknown,142555,Germany - 85.54,Czech Republic - 5.32,France - 3.41,Austria - 1.87,Switzerland - 0.86,,,
Kosmetikfuchs DE - migrated,http://www.kosmetikfuchs.de,Retail & Shopping,Health/Products_and_Shopping,108533,Germany - 84.45,Austria - 3.76,Finland - 2.28,Cyprus - 2.11,France - 1.73,628992,42653,1575
NA-KD DE - migrated,http://na-kd.com,Retail & Shopping,Shopping/Clothing,3986487,Poland - 15.53,Sweden - 13.79,Germany - 13.50,Denmark - 10.41,Netherlands - 7.14,17277,1923,247
Evolution Boutique IT,http://www.evolutionboutique.it,Retail & Shopping,Unknown,193090,Italy - 81.67,Germany - 11.14,Georgia - 2.77,Spain - 1.48,Ecuador - 1.19,373742,10910,
SAM Stil-Art-Moebel DE - migrated,http://www.stilartmoebel.de,Retail & Shopping,Shopping/Home_and_Garden,265559,Germany - 83.84,Austria - 8.50,Switzerland - 3.19,France - 2.24,United States - 0.36,322076,19987,1414
Madeleine BE,http://www.madeleine-fashion.be,Retail & Shopping,Shopping/Clothing,73433,Belgium - 96.97,France - 3.03,,,,631481,6817,7124
Clickrepair DE - migrated,http://www.clickrepair.de,"Telco's & Services",Unknown,385240,Germany - 92.77,Austria - 2.90,Switzerland - 1.85,United States - 0.51,Netherlands - 0.46,252039,13464,
Turbopass DACH - migrated,http://www.turbopass.de,Travel,Travel/Tourism,262982,Germany - 82.69,Austria - 7.16,Switzerland - 4.09,Czech Republic - 2.06,Chile - 0.90,322187,23407,3569
Joe Nimble DE - migrated,http://www.joe-nimble.com,Retail & Shopping,Shopping/Clothing,151684,Germany - 54.86,Czech Republic - 14.62,United States - 10.50,Poland - 4.58,United Kingdom - 4.55,436799,37401,5247
Mybeautique DE - migrated,http://mybeautique.de,Retail & Shopping,Unknown,7510,Germany - 74.92,Austria - 25.08,,,,5140269,423640,
LittleBIGCity DE - migrated,http://www.officiallittlebigcity.com,Travel,Unknown,40149,Germany - 66.13,Chile - 7.66,United States - 6.20,Bulgaria - 5.10,Poland - 4.51,1729008,116841,
Bär Schuhe DE - migrated,http://www.baer-schuhe.de,Retail & Shopping,Shopping/Clothing,216778,Germany - 96.32,Switzerland - 1.48,United Kingdom - 0.73,Netherlands - 0.42,Portugal - 0.37,290867,18031,3687
Zeek DE - migrated February 15.02.2018,http://www.zeek.me,Retail & Shopping,Shopping,215409,United Kingdom - 65.43,Germany - 20.89,Cyprus - 2.34,United States - 1.99,China - 0.96,520197,44569,36574
AsVIVA DE - migrated,http://www.asviva.de,Retail & Shopping,Business_and_Industry,85008,Germany - 94.78,Austria - 2.05,Switzerland - 1.61,France - 1.36,Ukraine - 0.21,899860,54622,101180
Designmonster DE - migrated,http://designmonster.shop,Retail & Shopping,Unknown,6719,Germany - 84.73,Austria - 15.27,,,,5149124,463956,
Finnlines DE - migrated,http://www.finnlines.de,Travel,,,,,,,,,,
Premiumshop24 DE - migrated,http://www.premiumshop24.de,Retail & Shopping,Shopping,151698,Germany - 96.74,Austria - 0.83,Turkey - 0.70,France - 0.56,Switzerland - 0.47,499840,28402,35175
Backwinkel DE - migrated,http://www.backwinkel.de,Retail & Shopping,Career_and_Education/Education,128700,Germany - 91.25,Austria - 2.45,Switzerland - 1.41,Poland - 1.24,France - 1.01,652721,36392,18958
Bergzeit DE - migrated,http://www.bergzeit.de,Retail & Shopping,Shopping,2603766,Germany - 85.76,Switzerland - 3.22,Austria - 3.10,Italy - 1.22,Netherlands - 0.83,36291,1638,2720
Lottomatica Casinò Public IT,http://lottomatica.it,"Telco's & Services",Gambling/Lottery,5792592,Italy - 98.49,Georgia - 0.33,Switzerland - 0.21,Germany - 0.12,United States - 0.10,13944,291,44
Vikoperdinbil SE - migrated on 04/04/2018,http://www.vikoperdinbil.se,Retail & Shopping,Unknown,1303771,Sweden - 96.10,Poland - 0.82,Norway - 0.66,United States - 0.58,Spain - 0.57,109386,1063,
Techinthebasket DE - migrated,http://www.techinthebasket.de,Retail & Shopping,Unknown,340687,Germany - 95.42,Austria - 1.28,Switzerland - 0.93,Netherlands - 0.63,United Kingdom - 0.47,314623,17129,
Playmobil CH,http://www.playmobil.ch,Retail & Shopping,Business_and_Industry,58639,Switzerland - 91.48,France - 5.96,Germany - 1.46,India - 1.09,,1011487,12970,116383
Tropicai DE - migrated,http://www.tropicai.com,Retail & Shopping,People_and_Society,20938,Germany - 84.81,Netherlands - 5.41,United States - 5.40,800 - 3.59,Russian Federation - 0.78,2774790,184838,104463
Playmobil NL,http://www.playmobil.nl,Retail & Shopping,Games,109543,Netherlands - 94.65,Germany - 2.86,Czech Republic - 2.49,,,555971,11906,10036
Playmobil ES,http://www.playmobil.es,Retail & Shopping,Shopping,298490,Spain - 84.46,Mexico - 4.53,United States - 3.91,Argentina - 3.70,China - 0.95,237465,6661,16703
eDreams DE - migrated,http://www.edreams.de,Travel,Travel,917057,Germany - 77.53,Austria - 4.80,Switzerland - 1.89,Luxembourg - 1.47,Spain - 1.15,113642,6821,2326
CODE-ZERO DE - migrated,http://www.code-zero.com,Retail & Shopping,Unknown,60739,Germany - 42.40,Greece - 35.37,Spain - 9.67,France - 2.71,United States - 2.70,962155,116376,
Dry Ager DE_migrated 24.04.2018,http://www.dry-ager.com,Retail & Shopping,Unknown,168496,Germany - 45.84,United States - 21.01,Hong Kong - 4.22,Switzerland - 4.01,Romania - 3.41,936274,97620,
Playmobil BE,http://www.playmobil.be,Retail & Shopping,Travel/Accommodation_and_Hotels,72648,Belgium - 94.66,France - 4.25,Taiwan - 1.09,,,554754,6038,2741
Mydisplays CH - migrated,http://www.mydisplays.ch,Retail & Shopping,Unknown,3868,Switzerland - 89.90,France - 10.10,,,,8660446,233833,
Lesara NL,https://www.lesara.nl,Retail & Shopping,Shopping/Clothing,529046,Netherlands - 96.44,Belgium - 2.89,Germany - 0.67,,,175155,2942,2387
Coop Mobile CH  - migrated,http://www.simplymobile.ch,"Telco's & Services",Unknown,14996,Switzerland - 100.00,,,,,3934937,68696,
DYH DE,http://www.dyh.com,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,17694,Germany - 33.27,France - 15.64,Austria - 11.55,Netherlands - 11.15,United States - 9.93,3369871,2260330,48924
eDreams PT: Migrated 15/01/2018,http://www.edreams.pt,Travel,Travel/Tourism,3493703,Portugal - 79.90,Brazil - 3.98,Angola - 1.91,Switzerland - 1.62,United Kingdom - 1.53,28839,200,248
Pianelli DE - migrated,http://www.pianelli.de,Retail & Shopping,Arts_and_Entertainment/Music_and_Audio,62834,Germany - 95.94,Switzerland - 2.64,Croatia - 1.42,,,1221553,70566,21010
Kabum BR,http://www.kabum.com.br,Retail & Shopping,Shopping/Consumer_Electronics,27849411,Brazil - 99.70,United States - 0.10,Portugal - 0.04,Canada - 0.02,Germany - 0.01,3143,146,28
Aliexpress ES,http://es.aliexpress.com,Retail & Shopping,Unknown,64863525,Spain - 47.93,Chile - 11.83,Mexico - 11.09,Colombia - 5.48,Peru - 5.21,,,
A Suissa BR,http://www.asuissa.com.br,Retail & Shopping,Shopping/Jewelry,193503,Brazil - 97.14,Switzerland - 2.86,,,,431624,35434,864
Le Postiche BR,http://www.lepostiche.com.br,Retail & Shopping,Shopping/Clothing,489913,Brazil - 99.68,United States - 0.25,51 - 0.07,,,210448,10244,2815
Compara Online - Seguro Viagem BR,http://www.comparaonline.com.br,Finance & Insurance,Finance,1564838,Brazil - 99.03,Portugal - 0.23,Canada - 0.20,Switzerland - 0.13,Italy - 0.13,74433,4225,2410
Tres Corações BR,http://loja.projetoflorada.com.br,Retail & Shopping,Unknown,44872,Brazil - 100.00,,,,,,,
Zweisam DE - migrated,http://www.zweisam.de,"Telco's & Services",Unknown,2278849,Germany - 98.29,France - 0.54,Switzerland - 0.39,Austria - 0.18,United States - 0.18,38943,1592,
Instaeasy BR,http://instaeasy.com.br,"Telco's & Services",Unknown,538281,Brazil - 96.02,United States - 2.29,Portugal - 0.47,Switzerland - 0.42,Canada - 0.33,262031,12778,
Lowell BR,http://www.lowell.com.br,Retail & Shopping,Business_and_Industry,308035,Brazil - 98.80,51 - 0.64,Namibia - 0.56,,,482854,27286,48680
Coach BR,http://brazil.coach.com,Retail & Shopping,Unknown,32587,Brazil - 100.00,,,,,,,
Orama BR,http://www.orama.com.br,Finance & Insurance,Finance/Investing,978464,Brazil - 98.16,United States - 0.51,United Kingdom - 0.33,Italy - 0.30,Norway - 0.29,83906,4007,389
iFood Pagamentos BR,http://pagamentos.ifood.com.br,Finance & Insurance,Unknown,487791,Brazil - 100.00,,,,,,,
FarFetch BR,http://www.farfetch.com,Retail & Shopping,Shopping/Clothing,31630013,United States - 21.46,Russian Federation - 9.20,United Kingdom - 7.19,Germany - 5.32,Brazil - 5.30,3101,2807,30
oBoticario BR,http://www.boticario.com.br,Retail & Shopping,Beauty_and_Fitness/Cosmetics,29243221,Brazil - 99.38,United States - 0.16,United Kingdom - 0.13,Portugal - 0.09,188 - 0.07,3699,223,4
Webcontinental BR,http://www.webcontinental.com.br,Retail & Shopping,Shopping/Consumer_Electronics,983250,Brazil - 99.18,United States - 0.19,Italy - 0.15,Venezuela - 0.14,Portugal - 0.10,132057,6916,943
HSE24 - migrated,http://www.hse24.de,Retail & Shopping,Shopping/General_Merchandise,7802241,Germany - 98.33,United Arab Emirates - 0.47,Switzerland - 0.27,Russian Federation - 0.25,Austria - 0.18,9183,298,101
eterna - migrated,http://www.eterna.de,Retail & Shopping,Shopping/Clothing,476301,Germany - 79.63,France - 4.04,Austria - 3.84,Switzerland - 3.41,United Kingdom - 2.58,115646,6543,1663
Decolar BR,http://www.decolar.com,Travel,Travel,27773451,Brazil - 98.46,United States - 0.36,Argentina - 0.24,Portugal - 0.11,Canada - 0.11,2943,143,53
YouCom BR,http://www.youcom.com.br,Retail & Shopping,Shopping/Clothing,1089439,Brazil - 99.38,Spain - 0.13,Germany - 0.12,Turkey - 0.09,Venezuela - 0.08,76265,3582,1111
Quero Bolsa BR,http://querobolsa.com.br,"Telco's & Services",Career_and_Education/Education,20470783,Brazil - 99.21,Mozambique - 0.18,Angola - 0.18,Portugal - 0.16,United States - 0.05,8036,424,137
Brettsport DE - migrated,http://www.brettsport.de,Retail & Shopping,Unknown,45938,Germany - 74.17,Switzerland - 10.46,Austria - 7.41,Greece - 3.22,Spain - 2.05,1120143,107111,
Consul BR,http://loja.consul.com.br,Retail & Shopping,Unknown,2258119,Brazil - 99.73,Italy - 0.11,United Kingdom - 0.11,Portugal - 0.04,51 - 0.01,,,
Voopter BR,http://voopter.com.br,Travel,Travel,1398227,Brazil - 97.86,Germany - 0.55,Chile - 0.35,Argentina - 0.30,France - 0.24,70479,3829,1473
Boa Saude Suplementos  BR,http://www.boasaudesuplementos.com.br,Retail & Shopping,People_and_Society,81943,Brazil - 97.17,Angola - 2.83,,,,754606,44193,23583
